frame,rmsd,matched_atoms,has_clashes,num_clashes,success,output,error
frame_184.pdb,2.1151249301155506,33,False,0,True,aligned_frames/aligned_frame_184.pdb,
frame_1840.pdb,3.0569969757610984,33,False,0,True,aligned_frames/aligned_frame_1840.pdb,
frame_1844.pdb,2.284782809409548,33,False,0,True,aligned_frames/aligned_frame_1844.pdb,
frame_1848.pdb,2.284782809409548,33,False,0,True,aligned_frames/aligned_frame_1848.pdb,
frame_1852.pdb,1.2190047073589196,33,False,0,True,aligned_frames/aligned_frame_1852.pdb,
frame_1856.pdb,2.082749081948361,33,False,0,True,aligned_frames/aligned_frame_1856.pdb,
frame_1860.pdb,1.146471468218079,33,False,0,True,aligned_frames/aligned_frame_1860.pdb,
frame_1864.pdb,1.529719425050197,33,False,0,True,aligned_frames/aligned_frame_1864.pdb,
frame_1868.pdb,2.243655175289057,33,False,0,True,aligned_frames/aligned_frame_1868.pdb,
frame_1872.pdb,2.1226963563446026,33,False,0,True,aligned_frames/aligned_frame_1872.pdb,
frame_1876.pdb,1.6221964407368272,33,False,0,True,aligned_frames/aligned_frame_1876.pdb,
frame_188.pdb,1.3712468345451514,33,False,0,True,aligned_frames/aligned_frame_188.pdb,
frame_1880.pdb,1.2240321546294912,33,False,0,True,aligned_frames/aligned_frame_1880.pdb,
frame_1884.pdb,1.396017600778329,33,False,0,True,aligned_frames/aligned_frame_1884.pdb,
frame_1888.pdb,1.251753067681645,33,False,0,True,aligned_frames/aligned_frame_1888.pdb,
frame_1892.pdb,2.116184105545483,33,False,0,True,aligned_frames/aligned_frame_1892.pdb,
frame_1896.pdb,1.9867979774816265,33,False,0,True,aligned_frames/aligned_frame_1896.pdb,
frame_1900.pdb,1.952222882385956,33,False,0,True,aligned_frames/aligned_frame_1900.pdb,
frame_1904.pdb,1.883159349502223,33,False,0,True,aligned_frames/aligned_frame_1904.pdb,
frame_1908.pdb,1.7212170933797022,33,False,0,True,aligned_frames/aligned_frame_1908.pdb,
frame_1912.pdb,1.8645723321479808,33,False,0,True,aligned_frames/aligned_frame_1912.pdb,
frame_1916.pdb,1.8645723321479808,33,False,0,True,aligned_frames/aligned_frame_1916.pdb,
frame_192.pdb,3.045692703715668,33,False,0,True,aligned_frames/aligned_frame_192.pdb,
frame_1920.pdb,1.599237838065681,33,False,0,True,aligned_frames/aligned_frame_1920.pdb,
frame_1924.pdb,2.8479063454025186,33,False,0,True,aligned_frames/aligned_frame_1924.pdb,
frame_1928.pdb,3.41841420979177,33,False,0,True,aligned_frames/aligned_frame_1928.pdb,
frame_1932.pdb,2.1540098260586418,33,False,0,True,aligned_frames/aligned_frame_1932.pdb,
frame_1936.pdb,1.61489010406402,33,False,0,True,aligned_frames/aligned_frame_1936.pdb,
frame_1940.pdb,2.5996052107887593,33,False,0,True,aligned_frames/aligned_frame_1940.pdb,
frame_1944.pdb,2.9812188129059245,33,False,0,True,aligned_frames/aligned_frame_1944.pdb,
frame_1948.pdb,3.635409383117629,33,False,0,True,aligned_frames/aligned_frame_1948.pdb,
frame_1952.pdb,3.6118516062306747,33,False,0,True,aligned_frames/aligned_frame_1952.pdb,
frame_1956.pdb,3.6118516062306747,33,False,0,True,aligned_frames/aligned_frame_1956.pdb,
frame_196.pdb,2.7110450932796697,33,False,0,True,aligned_frames/aligned_frame_196.pdb,
frame_1960.pdb,2.397170061610932,33,False,0,True,aligned_frames/aligned_frame_1960.pdb,
frame_1964.pdb,2.397170061610932,33,False,0,True,aligned_frames/aligned_frame_1964.pdb,
frame_1968.pdb,2.4653271857358448,33,False,0,True,aligned_frames/aligned_frame_1968.pdb,
frame_1972.pdb,2.786791840914649,33,False,0,True,aligned_frames/aligned_frame_1972.pdb,
frame_1976.pdb,2.12663994213089,33,False,0,True,aligned_frames/aligned_frame_1976.pdb,
frame_1980.pdb,2.12663994213089,33,False,0,True,aligned_frames/aligned_frame_1980.pdb,
frame_1984.pdb,1.8403714085101321,33,False,0,True,aligned_frames/aligned_frame_1984.pdb,
frame_1988.pdb,2.3349951837113423,33,False,0,True,aligned_frames/aligned_frame_1988.pdb,
frame_1992.pdb,2.1758101872983784,33,False,0,True,aligned_frames/aligned_frame_1992.pdb,
frame_1996.pdb,2.0927054843571447,33,False,0,True,aligned_frames/aligned_frame_1996.pdb,
frame_20.pdb,3.4588365578987466,33,False,0,True,aligned_frames/aligned_frame_20.pdb,
frame_200.pdb,3.354328447662932,33,False,0,True,aligned_frames/aligned_frame_200.pdb,
frame_2000.pdb,1.519607595516339,33,False,0,True,aligned_frames/aligned_frame_2000.pdb,
frame_2004.pdb,1.519607595516339,33,False,0,True,aligned_frames/aligned_frame_2004.pdb,
frame_2008.pdb,2.2585558950802707,33,False,0,True,aligned_frames/aligned_frame_2008.pdb,
frame_2012.pdb,2.293927987957554,33,False,0,True,aligned_frames/aligned_frame_2012.pdb,
frame_2016.pdb,1.4336936511562433,33,False,0,True,aligned_frames/aligned_frame_2016.pdb,
frame_2020.pdb,1.5133999091116277,33,False,0,True,aligned_frames/aligned_frame_2020.pdb,
frame_2024.pdb,1.3457606648373432,33,False,0,True,aligned_frames/aligned_frame_2024.pdb,
